Philippines,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
,(n = 25),,(n = 15),,(n = 10),,(n = 18),,(n = 11),,(n = 7),,(n = 57),,(n = 32),,(n = 25),,(n = 51),,(n = 34),,(n = 17),,(n = 43),,(n = 33),,(n = 10),,(n = 52),,(n = 36),,(n = 16),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,20,0,20,0,-,-,-,-,-,-,-,-,10,0,-,-,10,0,-,-,-,-,-,-,-,-,-,-,-,-,60,0,60,0,-,-
Registered,50,0,-,-,50,0,18,0,18,0,-,-,79.89,44.62,81,41.01,79.14,56.02,61.67,41.23,73.34,65.99,50,14.14,-,-,-,-,-,-,63.33,61.28,106.67,0,20,0
Certified,80.98,38.36,61,26.87,100.95,45.79,52,26.83,40,0,60,34.64,79.4,34.6,82.95,35.76,73.81,34.66,76.82,29.99,76.87,33.38,76.64,13.33,62.68,31.44,67.95,35.57,50.37,13.28,64.8,30.52,62.23,30.97,71.88,30.05
Good seeds,79.75,45.32,79.09,49.05,83.33,23.57,89.36,30.03,85.56,30.97,93.17,35.37,50.51,22.3,53.59,26.42,43.33,5.77,70.99,38.21,-,-,70.99,38.21,-,-,-,-,-,-,44.44,7.7,-,-,44.44,7.7
Farmer's seed,120.56,41.66,100,0,124.67,45.19,84.04,40.09,72.05,30.51,144,0,76.85,32.97,69.24,23.11,85.15,40.73,76.27,25.51,76.27,25.51,-,-,84.49,46.35,84.49,46.35,-,-,73.02,25.97,69.87,27.69,81.67,21.34
Unclassified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100,0,-,-,100,0,-,-,-,-,-,-
Breeding Line,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,80,37.71,80,37.71,-,-,-,-,-,-,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,53.33,0,53.33,0,-,-
Agusan del Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 41),,(n = 26),,(n = 15),,(n = 41),,(n = 24),,(n = 17),,(n = 54),,(n = 34),,(n = 20),,(n = 60),,(n = 32),,(n = 28),,(n = 37),,(n = 24),,(n = 13),,(n = 58),,(n = 43),,(n = 15),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Registered,92.5,45.96,92.5,45.96,-,-,32.26,0,32.26,0,-,-,40,0,40,0,-,-,26.67,0,26.67,0,-,-,-,-,-,-,-,-,116.67,43.72,150,14.14,83.33,33
Certified,78.35,39.02,72.23,41.07,86.5,38.19,70.64,37.66,61.96,19.82,82.22,53.44,78.33,34.19,73.57,30.75,86.12,39.48,74.42,37.85,72.48,26.57,77.42,52.16,70.12,28.18,68.17,29.45,76,26.08,72.77,31.12,74.06,32.92,65.38,19.03
Good seeds,81.94,23.95,76.46,17.38,90.54,31.32,79.23,31.39,74.8,30.09,83.66,35.54,75.17,27.13,78.54,29.02,61.67,16.5,100.06,57.25,79.55,43.18,113.73,62.61,-,-,-,-,-,-,70.52,16.43,70.52,16.43,-,-
Farmer's seed,53.52,33.29,50.93,40.14,60,9.43,91.38,30.51,79.52,27.51,107.99,28.87,87.86,36.76,79.52,20.31,96.19,48.51,88.5,36.46,82.75,20.42,100,70.71,106.66,18.94,106.65,19.06,106.67,23.09,95.85,35.04,93.68,39.1,103.81,14.66
Hybrid,-,-,-,-,-,-,28.24,6.35,26.98,7.15,32,0,-,-,-,-,-,-,-,-,-,-,-,-,29.6,14.9,36.67,5.77,8.4,0,15.98,9.37,16.33,10.5,15.76,9.91
Unclassified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,64.03,140,84.85,70,14.14,140,0,-,-,140,0
Breeding Line,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.67,20.53,88,0,80,28.28,-,-,-,-,-,-
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20,0,20,0,-,-
Lanao Del Sur,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 0),,(n = 39),,(n = 16),,(n = 23),,(n = 0),,(n = 0),,(n = 0),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hybrid,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105,106.07,105,106.07,-,-,-,-,-,-,-,-
Registered,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90,0,-,-,90,0,-,-,-,-,-,-
Certified,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,160,0,160,0,-,-,-,-,-,-,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,60,0,60,0,-,-,-,-,-,-,-,-
Farmer's seed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.34,51.05,85.51,35.55,102.83,58.32,-,-,-,-,-,-
Traditional,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,129,55.15,-,-,129,55.15,-,-,-,-,-,-
Maguindanao,Jul-Dec 2006 harvest,,,,,,Jan-Jun 2007 harvest,,,,,,Jul-Dec 2011 harvest,,,,,,Jan-Jun 2012 harvest,,,,,,Jul-Dec 2016 harvest,,,,,,Jan-Jun 2017 harvest,,,,,
Seed classification,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,,ALL ECOSYSTEMS,,IRRIGATED,,NON-IRRIGATED,
,(n = 37),,(n = 23),,(n = 14),,(n = 11),,(n = 11),,(n = 0),,(n = 65),,(n = 58),,(n = 7),,(n = 34),,(n = 31),,(n = 3),,(n = 82),,(n = 56),,(n = 26),,(n = 71),,(n = 43),,(n = 28),
,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa,Mean,SDa
,Seeds (kg/ha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certified,88.57,44.45,120,0,57.14,0,85.33,27.24,85.33,27.24,-,-,41.05,14.09,36.78,7.95,66.67,18.86,62,42.37,63.33,44.72,50,0,89.47,29.86,90.78,29.5,85.67,32.17,97.18,34.41,102.51,35.8,86,29.89
Good seeds,95.94,27.89,100.94,27.45,88.43,29.31,100,0,100,0,-,-,76.82,34.39,79.1,34.47,45,7.07,97.05,32.34,97.05,32.34,-,-,100,0,100,0,-,-,80,0,80,0,-,-
Farmer's seed,106.37,50.49,112.23,31.93,95.48,76.3,53.33,44.47,53.33,44.47,-,-,119.6,40.81,115.52,39.11,140,51.96,140.85,50.66,149.93,51.95,100,0,124.75,50.15,129.13,50.23,116,51.81,120.65,41.43,114.64,20.15,130,62.45
Registered,-,-,-,-,-,-,-,-,-,-,-,-,35.56,7.7,35.56,7.7,-,-,-,-,-,-,-,-,85,7.07,85,7.07,-,-,75.56,26.02,93.33,24.22,63.7,20.58
Quality,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,82.22,16.78,73.33,9.43,100,0,-,-,-,-,-,-
Good seeds (did not pass certification),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106,36.58,120,28.28,96.67,40.82,100,0,100,0,-,-
